command,location_function
Could you please open all lights of all home,0
Could you please cutt all lights of all home,1
Could you please close all lights of all home,1
Could you please open the all lights of all home,0
Could you please cutt the all lights of all home,1
Could you please close the all lights of all home,1
Could you please open the all light of all home,0
Could you please cutt the all light of all home,1
Could you please close the all light of all home,1
Could you please open all light of all home,0
Could you please cutt all light of all home,1
Could you please close all light of all home,1
Could you please open the lights all of them,0
Could you please cutt the lights all of them,1
Could you please close the lights all of them,1
Could you please open lights all of them,0
Could you please open light all of them,0
Could you please open the light all of them,0
Could you please cutt the light all of them,1
Could you please close the light all of them,1
Could you please open all lights all of them,0
Could you please cutt all lights all of them,1
Could you please close all lights all of them,1
Could you please open the all lights all of them,0
Could you please cutt the all lights all of them,1
Could you please close the all lights all of them,1
Could you please open the all light all of them,0
Could you please cutt the all light all of them,1
Could you please close the all light all of them,1
Could you please open all light all of them,0
Could you please cutt all light all of them,1
Could you please close all light all of them,1
Could you please open the lights at house,0
Could you please cutt the lights at house,1
Could you please close the lights at house,1
Could you please open lights  at house,0
Could you please open light  at house,0
Could you please open the light at house,0
Could you please cutt the light at house,1
Could you please close the light at house,1
Could you please open all lights at house,0
Could you please cutt all lights at house,1
Could you please close all lights at house,1
Could you please open the all lights at house,0
Could you please cutt the all lights at house,1
Could you please close the all lights at house,1
Could you please open the all light at house,0
Could you please cutt the all light at house,1
Could you please close the all light at house,1
Could you please open all light at house,0
Could you please cutt all light at house,1
Could you please close all light at house,1
Could you please open the lights in house,0
Could you please cutt the lights in house,1
Could you please close the lights in house,1
Could you please open lights in house,0
Could you please open light in house,0
Could you please open the light in house,0
Could you please cutt the light in house,1
Could you please close the light in house,1
Could you please open all lights in house,0
Could you please cutt all lights in house,1
Could you please close all lights in house,1
Could you please open the all lights in house,0
Could you please cutt the all lights in house,1
Could you please close the all lights in house,1
Could you please open the all light in house,0
Could you please cutt the all light in house,1
Could you please close the all light in house,1
Could you please open all light in house,0
Could you please cutt all light in house,1
Could you please close all light in house,1
Could you please open the lights at the house,0
Could you please cutt the lights at the house,1
Could you please close the lights at the house,1
Could you please open lights at the house,0
Could you please open light at the house,0
Could you please open the light at the house,0
Could you please cutt the light at the house,1
Could you please close the light at the house,1
Could you please open all lights at the house,0
Could you please cutt all lights at the house,1
Could you please close all lights at the house,1
Could you please open the all lights at the house,0
Could you please cutt the all lights at the house,1
Could you please close the all lights at the house,1
Could you please open the all light at the house,0
Could you please cutt the all light at the house,1
Could you please close the all light at the house,1
Could you please open all light at the house,0
Could you please cutt all light at the house,1
Could you please close all light at the house,1
Could you please open the lights in the house,0
