command;location;function
Could you close the lights in the home;home;close
Could you open lights in the home;home;open
Could you open light in the home;home;open
Could you open the light in the home;home;open 
Could you cutt the light in the home;home;close
Could you close the light in the home;home;close
Could you open all lights in the home;home;open
Could you cutt all lights in the home;home;close
Could you close all lights in the home;home;close
Could you open the all lights in the home;home;open
Could you cutt the all lights in the home;home;close
Could you close the all lights in the home;home;close
Could you open the all light in the home;home;open
Could you cutt the all light in the home;home;close
Could you close the all light in the home;home;close
Could you open all light in the home;home;open
Could you cutt all light in the home;home;close
Could you close all light in the home;home;close
Could you open the lights of home;home;open
Could you cutt the lights of home;home;close
Could you close the lights of home;home;close
Could you open lights of home;home;open
Could you open light of home;home;open
Could you open the light of home;home;open 
Could you cutt the light of home;home;close
Could you close the light of home;home;close
Could you open all lights of home;home;open
Could you cutt all lights of home;home;close
Could you close all lights of home;home;close
Could you open the all lights of home;home;open
Could you cutt the all lights of home;home;close
Could you close the all lights of home;home;close
Could you open the all light of home;home;open
Could you cutt the all light of home;home;close
Could you close the all light of home;home;close
Could you open all light of home;home;open
Could you cutt all light of home;home;close
Could you close all light of home;home;close
Could you open the lights the home;home;open
Could you cutt the lights the home;home;close
Could you close the lights the home;home;close
Could you open lights the home;home;open
Could you open light the home;home;open
Could you open the light the home;home;open 
Could you cutt the light the home;home;close
Could you close the light the home;home;close
Could you open all lights the home;home;open
Could you cutt all lights the home;home;close
Could you close all lights the home;home;close
Could you open the all lights the home;home;open
Could you cutt the all lights the home;home;close
Could you close the all lights the home;home;close
Could you open the all light the home;home;open
Could you cutt the all light the home;home;close
Could you close the all light the home;home;close
Could you open all light the home;home;open
Could you cutt all light the home;home;close
Could you close all light the home;home;close
Could you open the lights home;home;open
Could you cutt the lights home;home;close
Could you close the lights home;home;close
Could you open lights home;home;open
Could you open light home;home;open
Could you open the light home;home;open 
Could you cutt the light home;home;close
Could you close the light home;home;close
Could you open all lights home;home;open
Could you cutt all lights home;home;close
Could you close all lights home;home;close
Could you open the all lights home;home;open
Could you cutt the all lights home;home;close
Could you close the all lights home;home;close
Could you open the all light home;home;open
Could you cutt the all light home;home;close
Could you close the all light home;home;close
Could you open all light home;home;open
Could you cutt all light home;home;close
Could you close all light home;home;close
Could you open the lights all home;home;open
Could you cutt the lights all home;home;close
Could you close the lights all home;home;close
Could you open lights all home;home;open
Could you open light all home;home;open
Could you open the light all home;home;open 
Could you cutt the light all home;home;close
Could you close the light all home;home;close
Could you open all lights all home;home;open
Could you cutt all lights all home;home;close
Could you close all lights all home;home;close
Could you open the all lights all home;home;open
Could you cutt the all lights all home;home;close
Could you close the all lights all home;home;close
Could you open the all light all home;home;open
Could you cutt the all light all home;home;close
Could you close the all light all home;home;close
Could you open all light all home;home;open
Could you cutt all light all home;home;close
Could you close all light all home;home;close
Could you open the lights of all home;home;open
Could you cutt the lights of all home;home;close
Could you close the lights of all home;home;close
Could you open lights of all home;home;open
Could you open light of all home;home;open
Could you open the light of all home;home;open 
Could you cutt the light of all home;home;close
Could you close the light of all home;home;close
Could you open all lights of all home;home;open
Could you cutt all lights of all home;home;close
Could you close all lights of all home;home;close
Could you open the all lights of all home;home;open
Could you cutt the all lights of all home;home;close
Could you close the all lights of all home;home;close
Could you open the all light of all home;home;open
Could you cutt the all light of all home;home;close
Could you close the all light of all home;home;close
Could you open all light of all home;home;open
Could you cutt all light of all home;home;close
Could you close all light of all home;home;close
Could you open the lights all of them;home;open
Could you cutt the lights all of them;home;close
